Emotion,Text
sadness,When my ex-boyfriend and I separated.
fear,"He was concerned that parents would want to see their children doing ` real "" maths , and advised injecting investigations into the existing syllabus instead . "
fear,Staying alone in the room after midnight and reading horror stories.
anger,She 's really riled now . 
neutral, For What ? 
sadness,"Once my friend and I got into into a hot discussion on a very controversial topic.  At one point of the argument I disagreed with her totally and I took what she was saying as an insult.  So I couter-argued and unknowingly hurt her emotionally, I felt very sad about this."
fear,When I was walking around all alone at night.
fear,"More usually it left him ashamed and angry , despite his wife 's kind words of consolation , and Ashi herself in an agitated state of dissatisfaction and unhappiness . "
anger," Why don ’ t you marry Rose , then ? "
sadness,"I kept trying to get back to his lugubrious face , which reclined morosely in his good hand as the guests filled the air around him with cultivated noises . "
neutral, Have they set a date for the wedding ? 
sadness,Failed an exam.
joy,When I heard that I had passed Primary School Leaving Certificate and was selected to go for Secondary education.
sadness, I don ’ t think they are right . I have tried my best and that's enough . It is unfair that they are always saying these thing . Sometimes I even feel deeply hurt . 
sadness,"During the days that followed Brackenbury 's hasty departure , Edward 's despondency increased . "
fear,When I was walking along a road alone on my way to go shopping.
anger,Anger towards my lover for being late.
anger," I know , but it is hard for me to get used to your relatives coming to visit us , and without warning . "
anger,I swear I will never shop at a street market in China . It's a terrible place full of excellent profiteers ! You have to keep an eye whenever it comes to paying for something . 
sadness,When I learnt that my brother-in-law had been poisoned by his friends and that he was dead.
joy, Yes . I ’ Ve won the first prize in the math contest . 
joy, Thank you ! 
neutral, I see . who ’ s the head of your household ? 
fear,"Her face must have registered dismay at having to tell Peter what had happened , for he gave a narrow smile . "
joy,When I was with someone I love.
neutral, Why not ? 
sadness," Oh , er ... sorry that's because we didn't have time to clean it . "
anger,The breakup of a relationship. After the event I was upset/sad then angry maybe 2/3 weeks later.
fear,"When I was caught by the police and was kept with a group of delinquents, which added to my fear of being shut up.  I was afraid of the people near me and the future consequences."
neutral, So are you ! How about another coffee ? 
joy,"` In my youth "" , says Baxter , ` I was quickly past my fundamentals and was running up into a multitude of controversies , and greatly delighted with metaphysical and scholastic writings . "" "
neutral, Passed . 
joy, I love this art exhibition ! 
sadness,They talk about the sadness of departure ; what about the guilt of arrival ? 
joy," Well , such things are just unavoidable in a great metropolis like Beijing . I think a still more desirable benefit is psychological . Bicycling home after work can help release your stress . Life in the offices is miserable . You just sit there in a daze , gazing at the monitor and dealing with files and documents . Why don't you give a full play to your energy after work ? Enjoy the speed on the road . Just think , you are flashing past the poles with your own energy . How great ! "
anger,I experience that feeling when I am insulted without deserving it or when someone deceives me.
joy,"That was soon after the results of the interview which nearly 9,000 people attended in all the three regions of Malawi. My joy came after hearing on the radio that I was one of the people selected to undergo the Medical Assistant training at the L.S.H.S."
fear,"I had this experience of fear when few people were fighting at a social one night, which one of my relative was involved. My fear was greatly for him because he was being assaulted badly."
joy,Finding out I was chosen for the English lectures.
neutral," Yes , I am . "
neutral, She's 42 . 
anger,When someone lies to me.
joy,"Getting my kitten, found at work several years ago, taking him home in a box on my motorbike, showing it to my defacto."
fear,"Where ever resides at in your life move in that direction with boldness! The more u go, the less it has power ova you."
fear,My father gave me money for school fees and I didn't pay school fees instead I spent it on beer and did not tell him about this.
anger, It doesn't look good at all . 
anger," Yikes ! you are joking , right ? I can't believe it . No wonder he is so stressed and bossy lately . I thought he was just being ostentatious by giving orders to people and all the different departments . What big shoes to fill ! "
anger,Lili was getting exasperated . 
neutral," at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . "
sadness,I made a long-distance call to people rather close to me and I thought about the sad incident that had happened to them in the near past; I knew that they were thinking about it too when I made the call.
